step,contact_threshold_rx_power_dbm,contact_threshold_snr_db,feasible_contact_decisions,feasible_contact_pairs,greedy_comm_bytes,greedy_comm_cumulative_mb,greedy_comm_mb,greedy_events,local_policy_initial_pull_probability,model_transfer_snr_min_db,network_half_duplex_rejections,network_mean_direction_capacity_bytes,network_mean_sinr_db,network_min_sinr_db,network_raw_contact_pairs,network_raw_directed_candidates,network_rejected_transfers,network_scheduled_transfers,network_shortlisted_directed_candidates,network_sinr_or_airtime_rejections,network_transfer_proposals,noise_floor_dbm,propagation_loss_contact_threshold_db,rssi_gossip_threshold_dbm,snr_min_db,t2_b0_comm_bytes,t2_b0_comm_cumulative_mb,t2_b0_comm_cumulative_vs_greedy_ratio,t2_b0_comm_mb,t2_b0_comm_vs_greedy_ratio,t2_b0_events,t2_b0_metadata_bytes,t2_b0_model_bytes,t2_b0_model_messages,t2_b0_policy_bytes,t2_b0_policy_messages,t2_b0_pull_events,t2_b0_scalar_bytes,t2_b0_scalar_control_bytes,t2_b0_scalar_control_messages,t2_b0_scalar_loss_bytes,t2_b0_scalar_loss_messages,t2_b0_scalar_messages,t2_b0_selected_providers,t2_b0_training_sample_bytes,t2_b0_training_sample_messages,t2_b0_valid_pull_events
16,-47.5,57.5,8,4,0,0.0,0.0,0,0.0,57.5,0,0.0,nan,nan,4,8,0,0,8,0,0,-105.0,70.5,-47.5,5.0,0,3.558912,nan,0.0,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,-47.5,57.5,6,3,0,0.0,0.0,0,0.0,57.5,0,0.0,nan,nan,3,6,0,0,6,0,0,-105.0,70.5,-47.5,5.0,0,3.558912,nan,0.0,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,-47.5,57.5,8,4,0,0.0,0.0,0,0.0,57.5,0,0.0,nan,nan,4,8,0,0,8,0,0,-105.0,70.5,-47.5,5.0,0,3.558912,nan,0.0,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,-47.5,57.5,8,4,0,0.0,0.0,0,0.0,57.5,0,562500.0,60.641273498535156,60.641273498535156,4,8,0,1,8,0,1,-105.0,70.5,-47.5,5.0,296600,3.855512,nan,0.2966,nan,1,0,296584,2,0,0,1,16,4,1,12,3,4,1,0,0,1
20,-47.5,57.5,10,5,0,0.0,0.0,0,0.0,57.5,1,562500.0,63.886037826538086,60.21068572998047,5,10,1,2,10,0,3,-105.0,70.5,-47.5,5.0,593248,4.44876,nan,0.593248,nan,2,0,593216,4,0,0,2,32,8,2,24,6,8,2,0,0,2
21,-47.5,57.5,10,5,0,0.0,0.0,0,0.0,57.5,0,562500.0,67.5613899230957,67.5613899230957,5,10,0,1,10,0,1,-105.0,70.5,-47.5,5.0,296616,4.745376,nan,0.296616,nan,1,0,296600,2,0,0,1,16,4,1,12,3,4,1,0,0,1
22,-47.5,57.5,10,5,0,0.0,0.0,0,0.0,57.5,0,562500.0,61.20976638793945,61.20975875854492,5,10,0,1,10,0,1,-105.0,70.5,-47.5,5.0,296568,5.041944,nan,0.296568,nan,1,0,296552,2,0,0,1,16,4,1,12,3,4,1,0,0,1
23,-47.5,57.5,8,4,0,0.0,0.0,0,0.0,57.5,0,0.0,nan,nan,4,8,0,0,8,0,0,-105.0,70.5,-47.5,5.0,0,5.041944,nan,0.0,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,-47.5,57.5,8,4,0,0.0,0.0,0,0.0,57.5,0,0.0,nan,nan,4,8,0,0,8,0,0,-105.0,70.5,-47.5,5.0,0,5.041944,nan,0.0,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,-47.5,57.5,8,4,0,0.0,0.0,0,0.0,57.5,0,0.0,nan,nan,4,8,0,0,8,0,0,-105.0,70.5,-47.5,5.0,0,5.041944,nan,0.0,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,-47.5,57.5,10,5,0,0.0,0.0,0,0.0,57.5,0,562500.0,57.503292083740234,57.503292083740234,5,10,0,1,10,0,1,-105.0,70.5,-47.5,5.0,296568,5.338512,nan,0.296568,nan,1,0,296552,2,0,0,1,16,4,1,12,3,4,1,0,0,1
27,-47.5,57.5,10,5,0,0.0,0.0,0,0.0,57.5,0,0.0,nan,nan,5,10,0,0,10,0,0,-105.0,70.5,-47.5,5.0,0,5.338512,nan,0.0,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,-47.5,57.5,10,5,0,0.0,0.0,0,0.0,57.5,0,0.0,nan,nan,5,10,0,0,10,0,0,-105.0,70.5,-47.5,5.0,0,5.338512,nan,0.0,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,-47.5,57.5,12,6,0,0.0,0.0,0,0.0,57.5,1,562500.0,60.66608810424805,60.66608810424805,6,12,1,1,12,0,2,-105.0,70.5,-47.5,5.0,296552,5.635064,nan,0.296552,nan,1,0,296536,2,0,0,1,16,4,1,12,3,4,1,0,0,1
30,-47.5,57.5,12,6,0,0.0,0.0,0,0.0,57.5,0,562500.0,61.00726318359375,60.0987434387207,6,12,0,2,12,0,2,-105.0,70.5,-47.5,5.0,593184,6.228248,nan,0.593184,nan,2,0,593152,4,0,0,2,32,8,2,24,6,8,2,0,0,2
31,-47.5,57.5,10,5,0,0.0,0.0,0,0.0,57.5,0,562500.0,59.38349151611328,58.55630111694336,5,10,0,2,10,0,2,-105.0,70.5,-47.5,5.0,593200,6.821448,nan,0.5932,nan,2,0,593168,4,0,0,2,32,8,2,24,6,8,2,0,0,2
32,-47.5,57.5,8,4,0,0.0,0.0,0,0.0,57.5,0,0.0,nan,nan,4,8,0,0,8,0,0,-105.0,70.5,-47.5,5.0,0,6.821448,nan,0.0,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,-47.5,57.5,8,4,0,0.0,0.0,0,0.0,57.5,0,0.0,nan,nan,4,8,0,0,8,0,0,-105.0,70.5,-47.5,5.0,0,6.821448,nan,0.0,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,-47.5,57.5,8,4,0,0.0,0.0,0,0.0,57.5,0,0.0,nan,nan,4,8,0,0,8,0,0,-105.0,70.5,-47.5,5.0,0,6.821448,nan,0.0,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,-47.5,57.5,10,5,0,0.0,0.0,0,0.0,57.5,0,562500.0,58.578243255615234,58.578243255615234,5,10,0,1,10,0,1,-105.0,70.5,-47.5,5.0,296600,7.118048,nan,0.2966,nan,1,0,296584,2,0,0,1,16,4,1,12,3,4,1,0,0,1
36,-47.5,57.5,10,5,0,0.0,0.0,0,0.0,57.5,0,0.0,nan,nan,5,10,0,0,10,0,0,-105.0,70.5,-47.5,5.0,0,7.118048,nan,0.0,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,-47.5,57.5,10,5,0,0.0,0.0,0,0.0,57.5,0,0.0,nan,nan,5,10,0,0,10,0,0,-105.0,70.5,-47.5,5.0,0,7.118048,nan,0.0,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,-47.5,57.5,10,5,0,0.0,0.0,0,0.0,57.5,0,0.0,nan,nan,5,10,0,0,10,0,0,-105.0,70.5,-47.5,5.0,0,7.118048,nan,0.0,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,-47.5,57.5,10,5,0,0.0,0.0,0,0.0,57.5,0,562500.0,67.40320587158203,67.40320587158203,5,10,0,1,10,0,1,-105.0,70.5,-47.5,5.0,296632,7.41468,nan,0.296632,nan,1,0,296616,2,0,0,1,16,4,1,12,3,4,1,0,0,1
40,-47.5,57.5,10,5,0,0.0,0.0,0,0.0,57.5,0,0.0,nan,nan,5,10,0,0,10,0,0,-105.0,70.5,-47.5,5.0,0,7.41468,nan,0.0,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,-47.5,57.5,12,6,0,0.0,0.0,0,0.0,57.5,1,562500.0,67.60049629211426,67.40320587158203,6,12,1,2,12,0,3,-105.0,70.5,-47.5,5.0,593312,8.007992,nan,0.593312,nan,2,0,593280,4,0,0,2,32,8,2,24,6,8,2,0,0,2
42,-47.5,57.5,14,7,0,0.0,0.0,0,0.0,57.5,0,562500.0,58.861663818359375,58.861663818359375,7,14,0,1,14,0,1,-105.0,70.5,-47.5,5.0,296616,8.304608,nan,0.296616,nan,1,0,296600,2,0,0,1,16,4,1,12,3,4,1,0,0,1
43,-47.5,57.5,14,7,0,0.0,0.0,0,0.0,57.5,0,0.0,nan,nan,7,14,0,0,14,0,0,-105.0,70.5,-47.5,5.0,0,8.304608,nan,0.0,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,-47.5,57.5,14,7,0,0.0,0.0,0,0.0,57.5,0,562500.0,60.21068572998047,60.21068572998047,7,14,0,1,14,0,1,-105.0,70.5,-47.5,5.0,296664,8.601272,nan,0.296664,nan,1,0,296648,2,0,0,1,16,4,1,12,3,4,1,0,0,1
45,-47.5,57.5,14,7,0,0.0,0.0,0,0.0,57.5,0,0.0,nan,nan,7,14,0,0,14,0,0,-105.0,70.5,-47.5,5.0,0,8.601272,nan,0.0,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,-47.5,57.5,18,9,0,0.0,0.0,0,0.0,57.5,0,0.0,nan,nan,9,18,0,0,18,0,0,-105.0,70.5,-47.5,5.0,0,8.601272,nan,0.0,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,-47.5,57.5,18,9,0,0.0,0.0,0,0.0,57.5,0,0.0,nan,nan,9,18,0,0,18,0,0,-105.0,70.5,-47.5,5.0,0,8.601272,nan,0.0,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,-47.5,57.5,18,9,0,0.0,0.0,0,0.0,57.5,0,0.0,nan,nan,9,18,0,0,18,0,0,-105.0,70.5,-47.5,5.0,0,8.601272,nan,0.0,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,-47.5,57.5,18,9,0,0.0,0.0,0,0.0,57.5,0,0.0,nan,nan,9,18,0,0,18,0,0,-105.0,70.5,-47.5,5.0,0,8.601272,nan,0.0,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,-47.5,57.5,18,9,0,0.0,0.0,0,0.0,57.5,0,562500.0,58.21183395385742,58.21183395385742,9,18,0,1,18,0,1,-105.0,70.5,-47.5,5.0,296632,8.897904,nan,0.296632,nan,1,0,296616,2,0,0,1,16,4,1,12,3,4,1,0,0,1
51,-47.5,57.5,12,6,0,0.0,0.0,0,0.0,57.5,0,0.0,nan,nan,6,12,0,0,12,0,0,-105.0,70.5,-47.5,5.0,0,8.897904,nan,0.0,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,-47.5,57.5,10,5,0,0.0,0.0,0,0.0,57.5,0,0.0,nan,nan,5,10,0,0,10,0,0,-105.0,70.5,-47.5,5.0,0,8.897904,nan,0.0,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,-47.5,57.5,10,5,0,0.0,0.0,0,0.0,57.5,0,562500.0,63.011348724365234,63.011348724365234,5,10,0,1,10,0,1,-105.0,70.5,-47.5,5.0,296648,9.194552,nan,0.296648,nan,1,0,296632,2,0,0,1,16,4,1,12,3,4,1,0,0,1
54,-47.5,57.5,10,5,0,0.0,0.0,0,0.0,57.5,0,562500.0,58.32818603515625,58.32818603515625,5,10,0,1,10,0,1,-105.0,70.5,-47.5,5.0,296648,9.4912,nan,0.296648,nan,1,0,296632,2,0,0,1,16,4,1,12,3,4,1,0,0,1
55,-47.5,57.5,10,5,0,0.0,0.0,0,0.0,57.5,0,562500.0,58.079145431518555,57.86201858520508,5,10,0,2,10,0,2,-105.0,70.5,-47.5,5.0,593312,10.084512,nan,0.593312,nan,2,0,593280,4,0,0,2,32,8,2,24,6,8,2,0,0,2
56,-47.5,57.5,8,4,0,0.0,0.0,0,0.0,57.5,0,562500.0,58.6441707611084,58.6441650390625,4,8,0,1,8,0,1,-105.0,70.5,-47.5,5.0,296616,10.381128,nan,0.296616,nan,1,0,296600,2,0,0,1,16,4,1,12,3,4,1,0,0,1
57,-47.5,57.5,8,4,0,0.0,0.0,0,0.0,57.5,0,0.0,nan,nan,4,8,0,0,8,0,0,-105.0,70.5,-47.5,5.0,0,10.381128,nan,0.0,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,-47.5,57.5,8,4,0,0.0,0.0,0,0.0,57.5,0,0.0,nan,nan,4,8,0,0,8,0,0,-105.0,70.5,-47.5,5.0,0,10.381128,nan,0.0,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,-47.5,57.5,6,3,0,0.0,0.0,0,0.0,57.5,0,0.0,nan,nan,3,6,0,0,6,0,0,-105.0,70.5,-47.5,5.0,0,10.381128,nan,0.0,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,-47.5,57.5,4,2,0,0.0,0.0,0,0.0,57.5,0,0.0,nan,nan,2,4,0,0,4,0,0,-105.0,70.5,-47.5,5.0,0,10.381128,nan,0.0,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,-47.5,57.5,6,3,0,0.0,0.0,0,0.0,57.5,0,0.0,nan,nan,3,6,0,0,6,0,0,-105.0,70.5,-47.5,5.0,0,10.381128,nan,0.0,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,-47.5,57.5,12,6,0,0.0,0.0,0,0.0,57.5,0,562500.0,58.63004112243652,58.63003158569336,6,12,0,1,12,0,1,-105.0,70.5,-47.5,5.0,296616,10.677744,nan,0.296616,nan,1,0,296600,2,0,0,1,16,4,1,12,3,4,1,0,0,1
63,-47.5,57.5,12,6,0,0.0,0.0,0,0.0,57.5,0,562500.0,65.73814582824707,65.73814392089844,6,12,0,1,12,0,1,-105.0,70.5,-47.5,5.0,296648,10.974392,nan,0.296648,nan,1,0,296632,2,0,0,1,16,4,1,12,3,4,1,0,0,1
64,-47.5,57.5,12,6,0,0.0,0.0,0,0.0,57.5,0,0.0,nan,nan,6,12,0,0,12,0,0,-105.0,70.5,-47.5,5.0,0,10.974392,nan,0.0,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,-47.5,57.5,16,8,0,0.0,0.0,0,0.0,57.5,0,562500.0,59.911808013916016,59.911800384521484,8,16,0,1,16,0,1,-105.0,70.5,-47.5,5.0,296664,11.271056,nan,0.296664,nan,1,0,296648,2,0,0,1,16,4,1,12,3,4,1,0,0,1
66,-47.5,57.5,12,6,0,0.0,0.0,0,0.0,57.5,0,562500.0,58.48776054382324,58.48775863647461,6,12,0,1,12,0,1,-105.0,70.5,-47.5,5.0,296632,11.567688,nan,0.296632,nan,1,0,296616,2,0,0,1,16,4,1,12,3,4,1,0,0,1
67,-47.5,57.5,8,4,0,0.0,0.0,0,0.0,57.5,0,562500.0,67.37622451782227,67.37622451782227,4,8,0,1,8,0,1,-105.0,70.5,-47.5,5.0,296712,11.8644,nan,0.296712,nan,1,0,296696,2,0,0,1,16,4,1,12,3,4,1,0,0,1
68,-47.5,57.5,8,4,0,0.0,0.0,0,0.0,57.5,0,562500.0,57.909523010253906,57.909523010253906,4,8,0,1,8,0,1,-105.0,70.5,-47.5,5.0,296680,12.16108,nan,0.29668,nan,1,0,296664,2,0,0,1,16,4,1,12,3,4,1,0,0,1
69,-47.5,57.5,8,4,0,0.0,0.0,0,0.0,57.5,0,0.0,nan,nan,4,8,0,0,8,0,0,-105.0,70.5,-47.5,5.0,0,12.16108,nan,0.0,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,-47.5,57.5,8,4,0,0.0,0.0,0,0.0,57.5,0,562500.0,67.55083847045898,67.55083847045898,4,8,0,1,8,0,1,-105.0,70.5,-47.5,5.0,296712,12.457792,nan,0.296712,nan,1,0,296696,2,0,0,1,16,4,1,12,3,4,1,0,0,1
71,-47.5,57.5,8,4,0,0.0,0.0,0,0.0,57.5,0,562500.0,66.55916213989258,66.55916213989258,4,8,0,1,8,0,1,-105.0,70.5,-47.5,5.0,296600,12.754392,nan,0.2966,nan,1,0,296584,2,0,0,1,16,4,1,12,3,4,1,0,0,1
72,-47.5,57.5,10,5,0,0.0,0.0,0,0.0,57.5,1,562500.0,59.45556640625,59.45556640625,5,10,1,1,10,0,2,-105.0,70.5,-47.5,5.0,296600,13.050992,nan,0.2966,nan,1,0,296584,2,0,0,1,16,4,1,12,3,4,1,0,0,1
73,-47.5,57.5,10,5,0,0.0,0.0,0,0.0,57.5,0,562500.0,60.11780548095703,60.11780548095703,5,10,0,1,10,0,1,-105.0,70.5,-47.5,5.0,296632,13.347624,nan,0.296632,nan,1,0,296616,2,0,0,1,16,4,1,12,3,4,1,0,0,1
74,-47.5,57.5,10,5,0,0.0,0.0,0,0.0,57.5,0,0.0,nan,nan,5,10,0,0,10,0,0,-105.0,70.5,-47.5,5.0,0,13.347624,nan,0.0,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,-47.5,57.5,8,4,0,0.0,0.0,0,0.0,57.5,0,0.0,nan,nan,4,8,0,0,8,0,0,-105.0,70.5,-47.5,5.0,0,13.347624,nan,0.0,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,-47.5,57.5,8,4,0,0.0,0.0,0,0.0,57.5,0,562500.0,61.83955383300781,61.83955383300781,4,8,0,1,8,0,1,-105.0,70.5,-47.5,5.0,296712,13.644336,nan,0.296712,nan,1,0,296696,2,0,0,1,16,4,1,12,3,4,1,0,0,1
77,-47.5,57.5,10,5,0,0.0,0.0,0,0.0,57.5,0,562500.0,39.34014115404611,37.55717758501315,5,10,0,2,10,0,2,-105.0,70.5,-47.5,5.0,593296,14.237632,nan,0.593296,nan,2,0,593264,4,0,0,2,32,8,2,24,6,8,2,0,0,2
78,-47.5,57.5,10,5,0,0.0,0.0,0,0.0,57.5,0,0.0,nan,nan,5,10,0,0,10,0,0,-105.0,70.5,-47.5,5.0,0,14.237632,nan,0.0,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,-47.5,57.5,10,5,0,0.0,0.0,0,0.0,57.5,0,0.0,nan,nan,5,10,0,0,10,0,0,-105.0,70.5,-47.5,5.0,0,14.237632,nan,0.0,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,-47.5,57.5,10,5,0,0.0,0.0,0,0.0,57.5,0,0.0,nan,nan,5,10,0,0,10,0,0,-105.0,70.5,-47.5,5.0,0,14.237632,nan,0.0,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,-47.5,57.5,10,5,0,0.0,0.0,0,0.0,57.5,0,0.0,nan,nan,5,10,0,0,10,0,0,-105.0,70.5,-47.5,5.0,0,14.237632,nan,0.0,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,-47.5,57.5,10,5,0,0.0,0.0,0,0.0,57.5,0,0.0,nan,nan,5,10,0,0,10,0,0,-105.0,70.5,-47.5,5.0,0,14.237632,nan,0.0,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,-47.5,57.5,10,5,0,0.0,0.0,0,0.0,57.5,0,0.0,nan,nan,5,10,0,0,10,0,0,-105.0,70.5,-47.5,5.0,0,14.237632,nan,0.0,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,-47.5,57.5,10,5,0,0.0,0.0,0,0.0,57.5,0,0.0,nan,nan,5,10,0,0,10,0,0,-105.0,70.5,-47.5,5.0,0,14.237632,nan,0.0,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,-47.5,57.5,10,5,0,0.0,0.0,0,0.0,57.5,0,0.0,nan,nan,5,10,0,0,10,0,0,-105.0,70.5,-47.5,5.0,0,14.237632,nan,0.0,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,-47.5,57.5,10,5,0,0.0,0.0,0,0.0,57.5,0,0.0,nan,nan,5,10,0,0,10,0,0,-105.0,70.5,-47.5,5.0,0,14.237632,nan,0.0,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,-47.5,57.5,10,5,0,0.0,0.0,0,0.0,57.5,0,0.0,nan,nan,5,10,0,0,10,0,0,-105.0,70.5,-47.5,5.0,0,14.237632,nan,0.0,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,-47.5,57.5,10,5,0,0.0,0.0,0,0.0,57.5,0,0.0,nan,nan,5,10,0,0,10,0,0,-105.0,70.5,-47.5,5.0,0,14.237632,nan,0.0,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,-47.5,57.5,12,6,0,0.0,0.0,0,0.0,57.5,0,562500.0,58.095489501953125,58.095489501953125,6,12,0,1,12,0,1,-105.0,70.5,-47.5,5.0,296600,14.534232,nan,0.2966,nan,1,0,296584,2,0,0,1,16,4,1,12,3,4,1,0,0,1
90,-47.5,57.5,12,6,0,0.0,0.0,0,0.0,57.5,0,0.0,nan,nan,6,12,0,0,12,0,0,-105.0,70.5,-47.5,5.0,0,14.534232,nan,0.0,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,-47.5,57.5,14,7,0,0.0,0.0,0,0.0,57.5,1,562500.0,59.324655532836914,57.53645324707031,7,14,1,2,14,0,3,-105.0,70.5,-47.5,5.0,593424,15.127656,nan,0.593424,nan,2,0,593392,4,0,0,2,32,8,2,24,6,8,2,0,0,2
92,-47.5,57.5,16,8,0,0.0,0.0,0,0.0,57.5,0,562500.0,59.04307556152344,59.04307556152344,8,16,0,1,16,0,1,-105.0,70.5,-47.5,5.0,296696,15.424352,nan,0.296696,nan,1,0,296680,2,0,0,1,16,4,1,12,3,4,1,0,0,1
93,-47.5,57.5,16,8,0,0.0,0.0,0,0.0,57.5,0,562500.0,58.49042892456055,58.49042892456055,8,16,0,1,16,0,1,-105.0,70.5,-47.5,5.0,296776,15.721128,nan,0.296776,nan,1,0,296760,2,0,0,1,16,4,1,12,3,4,1,0,0,1
